,investment,company,sector,horizon,amount,Volatility_Buy,Volatility_sell,Sharpe Ratio,expected_return (yearly),PE_ratio,ESG_ranking
25667,1,26,4,270,20000,0.22566023234701058,0.26244028209593767,0.22566023234701058,0.13988380015169846,15.99,26.3
25668,0,1,0,90,50000,0.2630481462010067,0.3106180286948126,0.2630481462010067,0.08107094555171176,134.8,27.4
25669,1,18,3,15,4000,0.1543326817870254,0.1489363003713174,0.1543326817870254,0.0026471977726716003,22.46,25.1
25670,1,26,4,300,400,0.3000819891444673,0.3183901474624318,0.3000819891444673,0.1554264446129983,9.39,26.3
25671,1,9,1,6,5000,0.6934402185865011,0.6944592567180052,0.6934402185865011,0.00847786731669019,0.0,31.1
25672,1,14,2,120,500,0.25732533021867576,0.3029686321634555,0.25732533021867576,0.03751939150105219,10.27,14.8
25673,0,25,4,720,5000,0.0,0.32307276141330044,0.0,-0.07791134802315702,0.0,24.8
25674,0,18,3,70,1000,0.10227538485229636,0.0911898605342174,0.10227538485229636,0.0123535896058008,38.52,25.1
25675,1,2,0,30,2000,0.2532725994593888,0.24884931090055648,0.2532725994593888,0.01793732215266843,13.42,14.7
25676,1,18,3,50,50,0.14794825057791267,0.1423887069170201,0.14794825057791267,0.008823992575572,22.29,25.1
25677,1,1,0,15,50,0.3210952982723812,0.3295926552010961,0.3210952982723812,0.013511824258618629,0.0,27.4
25678,1,27,4,5,3000,0.18680226115077242,0.18696629577071547,0.18680226115077242,0.002083037233655991,9.38,27.9
25679,1,10,1,300,4000,0.16983206436591608,0.12462609913290985,0.16983206436591608,-0.08706274168430135,0.0,30.3
25680,1,20,3,660,1000,0.15467879011827004,0.33066880399634085,0.15467879011827004,0.13968857811969473,20.5,25.1
25681,1,4,0,420,10000,0.3896021360880851,0.25870211594093306,0.3896021360880851,0.3470681249303226,73.14,31.6
25682,1,22,4,330,50000,0.23945966765653595,0.19749476573441285,0.23945966765653595,0.1331137540873088,11.33,19.8
25683,0,11,1,480,3000,0.2608993124151762,0.29254303969060963,0.2608993124151762,0.058611062893796514,13.32,16.3
25684,1,22,4,660,15000,0.20553981513841105,0.2149774246132897,0.20553981513841105,0.2662275081746176,12.32,19.8
25685,1,4,0,300,3000,0.31773008949678294,0.18677825963819272,0.31773008949678294,0.24790580352165897,54.94,31.6
25686,1,11,1,10,10000,0.2511523356835529,0.2508506406619693,0.2511523356835529,0.0012210638102874275,13.07,16.3
25687,1,12,2,7,50000,0.2205947796062137,0.23721102098136282,0.2205947796062137,0.0018609111372064118,13.29,27.3
25688,1,9,1,5,50000,0.3482086031863679,0.3471819400086251,0.3482086031863679,0.007064889430575158,0.0,31.1
25690,0,24,4,7,2000,0.3532699504499751,0.35266979478337346,0.3532699504499751,-0.002702793777203126,0.0,30.0
25692,1,26,4,270,25000,0.3396211298505784,0.2636674401224121,0.3396211298505784,0.13988380015169846,9.93,26.3
25693,1,12,2,330,300,0.21487863179257138,0.19186246687310257,0.21487863179257138,0.0877286678968737,12.95,27.3
25695,0,22,4,210,500,0.19285558372299963,0.2150160477112458,0.19285558372299963,0.0847087526010147,15.19,19.8
25696,1,0,0,2,400,0.16879256252237912,0.17389748970543725,0.16879256252237912,0.0013466417921559164,15.63,16.5
25697,1,9,1,20,500,0.37615809945862555,0.391244290182805,0.37615809945862555,0.028259557722300634,0.0,31.1
25698,0,17,2,1,20000,0.388201613576557,0.388201613576557,0.388201613576557,0.0007186258868664125,14.03,12.0
25700,0,23,4,600,3000,0.0,0.5366671933158176,0.0,0.018887096530335965,8.27,26.9
25702,0,17,2,3,1500,0.29031717494322223,0.29089471494356245,0.29031717494322223,0.0021558776605992373,19.51,12.0
25703,0,25,4,120,3000,0.28914099851731684,0.3476272108955982,0.28914099851731684,-0.01298522467052617,11.07,24.8
25705,1,18,3,6,4000,0.1246241326379943,0.12621753939952904,0.1246241326379943,0.00105887910906864,124.04,25.1
25706,1,5,0,4,400,0.37116602904839596,0.37019622401191216,0.37116602904839596,0.005404023629421204,35.53,12.9
25707,1,0,0,15,300,0.20585651654969872,0.20958503833123768,0.20585651654969872,0.010099813441169373,15.65,16.5
25708,0,11,1,720,300,0.19915564700465,0.3860475229055012,0.19915564700465,0.08791659434069478,14.95,16.3
25709,1,3,0,600,3000,0.23704501673945963,0.2964145517976337,0.23704501673945963,0.31459468262996876,0.0,22.8
25710,1,20,3,5,5000,0.163293459105537,0.16350449525311458,0.163293459105537,0.0010582468039370813,17.58,25.1
25712,1,27,4,660,1000,0.19299487372804677,0.21840726423672244,0.19299487372804677,0.27496091484259083,11.07,27.9
25713,0,17,2,20,1000,0.27788361103887305,0.2808737174839225,0.27788361103887305,0.01437251773732825,19.51,12.0
25714,0,19,3,15,200,0.11977970273658683,0.1197692010559148,0.11977970273658683,0.003263158681324147,21.56,17.6
25715,0,8,1,660,1500,0.13455397132393948,0.18990823659066497,0.13455397132393948,-0.016582382154733365,5.99,28.5
25716,1,25,4,420,1000,0.3471360888057085,0.24841612545468744,0.3471360888057085,-0.045448286346841595,9.38,24.8
25717,0,0,0,480,300,0.22859406641772642,0.24286107000127216,0.22859406641772642,0.32319403011741993,13.3,16.5
25718,0,27,4,90,1500,0.1882979538028178,0.2155891802736643,0.1882979538028178,0.037494670205807844,10.41,27.9
25719,1,9,1,600,200,0.39161313330745157,0.3347111252137388,0.39161313330745157,0.847786731669019,0.0,31.1
25720,0,10,1,210,50,0.14980627640301117,0.18146744545430107,0.14980627640301117,-0.060943919179010944,0.0,30.3
25721,0,20,3,7,50000,0.11870891419190481,0.12271850650884947,0.11870891419190481,0.001481545525511914,21.82,25.1
25722,0,20,3,480,10000,0.12009346216674922,0.16706312672806808,0.12009346216674922,0.10159169317795981,18.91,25.1
25723,0,3,0,1,50,0.27638891286830225,0.2764993680226554,0.27638891286830225,0.000524324471049948,26.74,22.8
25725,0,3,0,100,25000,0.20093052945402867,0.177407918494241,0.20093052945402867,0.05243244710499479,28.44,22.8
25726,1,23,4,6,100,0.32854691521897417,0.3350483303190391,0.32854691521897417,0.00018887096530335962,6.09,26.9
25727,0,8,1,1,1000,0.27475005843191724,0.274510134878534,0.27475005843191724,-2.5124821446565705e-05,15.38,28.5
25728,1,26,4,7,100,0.2499810809695109,0.251902455562425,0.2499810809695109,0.0036266170409699604,10.51,26.3
25729,0,23,4,40,25000,0.4961439697952616,0.50399394892743,0.4961439697952616,0.0012591397686890643,4.4,26.9
25730,0,9,1,90,1500,0.41717775189981077,0.39485499387898604,0.41717775189981077,0.12716800975035286,0.0,31.1
25731,0,26,4,7,300,0.23677344056376082,0.23489001402101867,0.23677344056376082,0.0036266170409699604,13.38,26.3
25732,1,13,2,300,15000,0.23214653623891088,0.22675670123013622,0.23214653623891088,0.007135182898009645,9.89,14.5
25733,1,10,1,20,400,0.18351542622588268,0.18076133464106858,0.18351542622588268,-0.005804182778953423,0.0,30.3
25735,1,26,4,240,50000,0.31594284533272504,0.23689404131978278,0.31594284533272504,0.12434115569039864,11.39,26.3
25736,1,20,3,210,500,0.1575832227974709,0.16575124084930593,0.1575832227974709,0.04444636576535742,23.06,25.1
25737,0,5,0,4,20000,0.4241031874764444,0.4195875467743584,0.4241031874764444,0.005404023629421204,37.17,12.9
25738,1,1,0,10,50,0.1947688042617074,0.19236060463140206,0.1947688042617074,0.009007882839079086,244.0,27.4
25739,1,8,1,120,500,0.1885206695796672,0.19373757905212693,0.1885206695796672,-0.0030149785735878844,8.09,28.5
25740,0,18,3,10,400,0.1477750750442357,0.14802444315414687,0.1477750750442357,0.0017647985151144,19.16,25.1
25741,1,2,0,600,15000,0.2002068251111624,0.22507059044824912,0.2002068251111624,0.35874644305336856,27.58,14.7
25742,1,14,2,420,200,0.2918146349453836,0.27310457868871324,0.2918146349453836,0.13131787025368266,12.91,14.8
25743,0,23,4,20,25000,0.40686740923671944,0.4446989025622014,0.40686740923671944,0.0006295698843445321,5.96,26.9
25744,1,0,0,270,5000,0.21332445988422688,0.21667931584769845,0.21332445988422688,0.1817966419410487,14.21,16.5
25745,1,26,4,300,5000,0.3186606887166598,0.23600131861379342,0.3186606887166598,0.1554264446129983,11.39,26.3
25746,0,11,1,50,500,0.22019377924254235,0.23096778850995806,0.22019377924254235,0.006105319051437137,14.34,16.3
25747,1,5,0,600,50,0.47907190201793104,0.5238187251726608,0.47907190201793104,0.8106035444131806,45.63,12.9
25748,1,27,4,660,2000,0.276979703175549,0.18672052990711083,0.276979703175549,0.27496091484259083,9.22,27.9
25749,1,25,4,600,50000,0.35047255722719406,0.17948287759699239,0.35047255722719406,-0.06492612335263084,13.36,24.8
25750,0,10,1,6,200,0.17394842294269922,0.17243771420890286,0.17394842294269922,-0.0017412548336860267,0.0,30.3
25751,0,7,1,80,2000,0.2740886389316318,0.2886407675258204,0.2740886389316318,0.008960530299506945,0.0,30.6
25752,0,13,2,6,50,0.43324894202075515,0.43518487761084124,0.43324894202075515,0.00014270365796019289,6.31,14.5
25753,0,22,4,30,2000,0.1996115409725283,0.20420440063138495,0.1996115409725283,0.012101250371573528,24.55,19.8
25754,0,11,1,15,400,0.29745319887622934,0.3006833742858809,0.29745319887622934,0.001831595715431141,10.8,16.3
25755,0,22,4,1,25000,0.1786209665357132,0.17868430962566081,0.1786209665357132,0.00040337501238578427,16.66,19.8
25756,0,6,1,30,1500,0.22370785712331598,0.22231211062007428,0.22370785712331598,-0.0009844040122448164,8.59,29.7
25757,1,24,4,270,1500,0.5007412090724194,0.4108121674370682,0.5007412090724194,-0.10425061712069199,0.0,30.0
25758,1,2,0,7,5000,0.26456838034733177,0.28012329874097425,0.26456838034733177,0.004185375168955967,26.98,14.7
25759,0,27,4,720,10000,0.19261078669061424,0.48769024569455904,0.19261078669061424,0.29995736164646275,12.76,27.9
25760,1,15,2,70,1500,0.40676548255523154,0.41075949219984276,0.40676548255523154,0.0013145761662772869,9.12,12.9
25761,1,23,4,120,50,0.29586785813496225,0.2820614493797061,0.29586785813496225,0.0037774193060671926,4.65,26.9
25763,1,19,3,90,10000,0.12965200452183495,0.12547851820978176,0.12965200452183495,0.01957895208794488,16.68,17.6
25764,1,15,2,1,1000,0.34084412160689265,0.34011839903889485,0.34084412160689265,1.8779659518246955e-05,11.59,12.9
25765,0,9,1,4,1000,0.3543366783537509,0.3516692259599512,0.3543366783537509,0.005651911544460127,0.0,31.1
25766,0,24,4,60,15000,0.3204090565179095,0.37888804082498206,0.3204090565179095,-0.02316680380459822,0.0,30.0
25769,1,11,1,70,1000,0.2612251154137634,0.27292073604450123,0.2612251154137634,0.008547446672011991,13.32,16.3
25770,1,22,4,360,400,0.1927279247148902,0.19862136262504457,0.1927279247148902,0.14521500445888233,24.77,19.8
25772,1,25,4,100,500,0.3467934870806249,0.36943276312972356,0.3467934870806249,-0.010821020558771807,13.36,24.8
25774,0,19,3,90,3000,0.15333563417626694,0.1397365864177737,0.15333563417626694,0.01957895208794488,26.13,17.6
25775,0,10,1,660,5000,0.18217086318309414,0.18420552672319923,0.18217086318309414,-0.19153803170546296,0.0,30.3
25776,1,5,0,40,50,0.3659682166088354,0.352240947352172,0.3659682166088354,0.054040236294212035,35.53,12.9
25777,0,17,2,10,20000,0.4904697246982561,0.49134825208660515,0.4904697246982561,0.007186258868664125,8.94,12.0
25778,0,8,1,4,4000,0.18733026020791393,0.19069743973419293,0.18733026020791393,-0.00010049928578626282,8.09,28.5
25779,1,21,3,180,5000,0.2562126115529022,0.29903606009200323,0.2562126115529022,-0.030452249224345977,0.0,20.5
25781,0,17,2,300,10000,0.3399625873125839,0.33162370544634456,0.3399625873125839,0.21558776605992375,11.48,12.0
25782,0,6,1,270,50000,0.20793486683334822,0.2789578982555952,0.20793486683334822,-0.008859636110203349,5.85,29.7
25783,0,6,1,6,300,0.2236445190694768,0.22370785712331598,0.2236445190694768,-0.0001968808024489633,8.59,29.7
25784,0,15,2,20,20000,0.40815354758054084,0.39635332233121173,0.40815354758054084,0.0003755931903649391,9.66,12.9
25785,0,22,4,3,100,0.21115414954786185,0.2154117035215673,0.21115414954786185,0.0012101250371573528,12.27,19.8
25786,0,22,4,120,1000,0.24083277235428158,0.23876762735780413,0.24083277235428158,0.04840500148629411,9.96,19.8
25788,1,1,0,420,400,0.33081421312127524,0.32899484270567153,0.33081421312127524,0.3783310792413216,0.0,27.4
25789,1,23,4,300,15000,0.26035273294408284,0.298908416765869,0.26035273294408284,0.009443548265167983,4.16,26.9
25790,1,9,1,6,200,0.38969165432541936,0.3759602759805902,0.38969165432541936,0.00847786731669019,0.0,31.1
25791,1,21,3,15,50000,0.30055056218330595,0.2986617156066772,0.30055056218330595,-0.002537687435362165,0.0,20.5
25792,1,19,3,20,25000,0.14274512473939036,0.14352664520005534,0.14274512473939036,0.004350878241765529,15.65,17.6
25793,1,20,3,600,10000,0.11755070292779343,0.14344809208103032,0.11755070292779343,0.12698961647244977,22.99,25.1
25794,0,11,1,2,2000,0.19825743737212403,0.19869207549226303,0.19825743737212403,0.00024421276205748553,12.64,16.3
25795,1,16,2,20,100,0.14696109542589292,0.14340499842456855,0.14696109542589292,0.009173738910497118,21.94,22.3
25796,1,8,1,420,10000,0.24802856560553777,0.13455397132393948,0.24802856560553777,-0.010552425007557596,11.49,28.5
25797,0,10,1,4,3000,0.17931055771604917,0.18084496878669534,0.17931055771604917,-0.0011608365557906847,0.0,30.3
25798,0,23,4,4,2000,0.5385643019015232,0.538147724825297,0.5385643019015232,0.00012591397686890644,4.33,26.9
25799,0,14,2,30,400,0.22047093203420062,0.24043079387250452,0.22047093203420062,0.009379847875263048,12.62,14.8
25800,1,21,3,20,500,0.0,0.0,0.0,-0.003383583247149553,0.0,20.5
25802,1,4,0,120,200,0.34345144992073096,0.24576554438126802,0.34345144992073096,0.09916232140866359,70.93,31.6
25803,0,11,1,180,10000,0.2664963848593457,0.31226539209224213,0.2664963848593457,0.021979148585173695,12.52,16.3
25805,0,9,1,50,1000,0.4531949524144899,0.41746858439006523,0.4531949524144899,0.07064889430575158,0.0,31.1
25806,1,1,0,2,20000,0.3288718778107209,0.3239932086784921,0.3288718778107209,0.0018015765678158172,0.0,27.4
25808,0,24,4,180,50,0.3476160302298282,0.28703960343072144,0.3476160302298282,-0.06950041141379466,0.0,30.0
25809,1,17,2,240,400,0.49184656418316897,0.3398544433347256,0.49184656418316897,0.172470212847939,9.82,12.0
25810,0,25,4,7,1500,0.0,0.0,0.0,-0.0007574714391140266,0.0,24.8
25811,1,12,2,60,3000,0.24617602782587153,0.24579232808769427,0.24617602782587153,0.01595066689034067,48.88,27.3
25812,0,10,1,180,15000,0.15923818466962408,0.1817594033693894,0.15923818466962408,-0.052237645010580806,0.0,30.3
25813,1,8,1,270,5000,0.24589865985199297,0.25286158086708765,0.24589865985199297,-0.00678370179057274,11.16,28.5
25815,0,8,1,2,400,0.19568825817862065,0.19575325520104095,0.19568825817862065,-5.024964289313141e-05,9.01,28.5
25816,0,10,1,300,15000,0.16208747054835385,0.16716228845916628,0.16208747054835385,-0.08706274168430135,0.0,30.3
25817,1,9,1,120,3000,0.6382014515400638,0.6954292178167012,0.6382014515400638,0.16955734633380382,0.0,31.1
25818,1,23,4,270,1000,0.0,0.29733099045687494,0.0,0.008499193438651183,0.0,26.9
25819,0,15,2,60,15000,0.22333993110180514,0.22177227906338684,0.22333993110180514,0.0011267795710948173,10.38,12.9
25821,1,4,0,20,15000,0.4718230680921526,0.40350637128179323,0.4718230680921526,0.0165270535681106,73.14,31.6
25822,1,6,1,300,500,0.2645573570333756,0.1981327076754385,0.2645573570333756,-0.009844040122448165,5.36,29.7
25823,0,1,0,5,25000,0.31970979700999397,0.3189356308645775,0.31970979700999397,0.004503941419539543,0.0,27.4
25824,1,19,3,330,50000,0.12900513372562447,0.1498962907073384,0.12900513372562447,0.07178949098913123,17.15,17.6
25825,0,10,1,300,15000,0.13053412353040422,0.1270535714535914,0.13053412353040422,-0.08706274168430135,0.0,30.3
25826,1,26,4,360,2000,0.2101493544488679,0.21347995879275833,0.2101493544488679,0.18651173353559797,21.72,26.3
25827,0,12,2,240,25000,0.1622474760434237,0.2166629350671747,0.1622474760434237,0.06380266756136269,13.21,27.3
25829,1,20,3,10,20000,0.1657895941061005,0.16475556810378073,0.1657895941061005,0.0021164936078741626,20.08,25.1
25830,0,7,1,480,2000,0.22603739824455635,0.2402848990553595,0.22603739824455635,0.053763181797041676,10.06,30.6
25831,1,12,2,540,3000,0.23560701267508746,0.1651107955044802,0.23560701267508746,0.14355600201306604,28.02,27.3
25832,1,13,2,70,3000,0.4283649473531428,0.42914779034326217,0.4283649473531428,0.001664876009535584,6.84,14.5
25833,0,6,1,420,300,0.2118694136507229,0.2392998179424895,0.2118694136507229,-0.013781656171427431,14.54,29.7
25834,1,16,2,80,20000,0.1896697408385152,0.18768476762159433,0.1896697408385152,0.03669495564198847,25.59,22.3
25835,1,22,4,50,200,0.20143423328952226,0.19251562324738405,0.20143423328952226,0.020168750619289213,13.47,19.8
25836,0,26,4,360,200,0.22439007957122248,0.2551738131074919,0.22439007957122248,0.18651173353559797,15.99,26.3
25837,0,10,1,420,50,0.1837430611382927,0.16716228845916628,0.1837430611382927,-0.12188783835802189,0.0,30.3
25838,1,25,4,70,50,0.0,0.22400356517319514,0.0,-0.007574714391140266,9.66,24.8
25840,1,11,1,180,25000,0.38440780054884005,0.33896156298047253,0.38440780054884005,0.021979148585173695,12.3,16.3
25841,0,7,1,540,2000,0.2416644388622219,0.22648641719735138,0.2416644388622219,0.06048357952167188,13.44,30.6
25843,1,14,2,270,50000,0.254382783932191,0.2981035952531922,0.254382783932191,0.08441863087736742,10.27,14.8
25844,0,24,4,1,100,0.35340643031607194,0.35280372954977796,0.35340643031607194,-0.0003861133967433037,0.0,30.0
25845,0,23,4,1,200,0.29587972555253733,0.2960984880502348,0.29587972555253733,3.147849421722661e-05,4.65,26.9
25846,1,13,2,15,200,0.2250460264839314,0.22476297806990606,0.2250460264839314,0.00035675914490048224,11.36,14.5
25847,1,17,2,2,2000,0.5094364241723094,0.5090131990210452,0.5094364241723094,0.001437251773732825,6.87,12.0
25848,1,8,1,6,50000,0.1646741385916091,0.16340938527847662,0.1646741385916091,-0.0001507489286793942,6.04,28.5
25849,0,13,2,480,15000,0.22541498636230206,0.31366526311359827,0.22541498636230206,0.011416292636815432,10.21,14.5
25850,1,17,2,1,5000,0.3525589577023715,0.3525075776709402,0.3525589577023715,0.0007186258868664125,8.34,12.0
25851,0,26,4,3,20000,0.21055142674877889,0.2099111229457237,0.21055142674877889,0.0015542644461299829,21.72,26.3
25852,1,0,0,80,50000,0.17716742677905983,0.1778327515281927,0.17716742677905983,0.053865671686236655,15.98,16.5
25854,1,12,2,660,50,0.2457864902798287,0.29963445739147854,0.2457864902798287,0.1754573357937474,48.88,27.3
25855,0,11,1,420,25000,0.20675336964862312,0.251311583386956,0.20675336964862312,0.051284680032071955,15.87,16.3
25856,0,7,1,1,4000,0.21629247242039604,0.21629247242039604,0.21629247242039604,0.00011200662874383682,0.0,30.6
25857,1,12,2,270,2000,0.1760731026333262,0.17853460598574597,0.1760731026333262,0.07177800100653302,15.76,27.3
25860,0,20,3,1,20000,0.1263608600872498,0.1263608600872498,0.1263608600872498,0.00021164936078741628,19.47,25.1
25861,0,14,2,100,400,0.25810109558586736,0.25446780769665533,0.25810109558586736,0.03126615958421016,12.04,14.8
25862,1,4,0,330,1000,0.29381369855665385,0.1729288656190164,0.29381369855665385,0.2726963838738249,54.94,31.6
25863,1,8,1,4,10000,0.24851074745297846,0.24819528225841792,0.24851074745297846,-0.00010049928578626282,10.14,28.5
25864,0,0,0,20,500,0.19497245483038833,0.1970522501414608,0.19497245483038833,0.013466417921559164,16.74,16.5
25865,1,20,3,330,1000,0.13625821474496638,0.1893908062969875,0.13625821474496638,0.06984428905984737,19.47,25.1
25866,1,27,4,660,400,0.1882308106332971,0.19491100503716305,0.1882308106332971,0.27496091484259083,10.41,27.9
25867,1,12,2,60,25000,0.17614162885340595,0.14801331427731498,0.17614162885340595,0.01595066689034067,15.76,27.3
25868,0,0,0,120,300,0.17369256759582452,0.21583724971824017,0.17369256759582452,0.08079850752935498,16.74,16.5
25869,1,19,3,15,15000,0.13026195353675737,0.12762989526219404,0.13026195353675737,0.003263158681324147,21.32,17.6
25871,0,2,0,270,300,0.18284643830687802,0.26783699679381096,0.18284643830687802,0.16143589937401587,16.7,14.7
25873,1,1,0,600,50,0.32431924065571277,0.2798363454157882,0.32431924065571277,0.5404729703447452,0.0,27.4
25874,0,15,2,120,10000,0.2390333346101596,0.22549229060771744,0.2390333346101596,0.0022535591421896347,10.21,12.9
25875,1,12,2,180,15000,0.21423267485320543,0.2332811597098915,0.21423267485320543,0.047852000671022014,12.95,27.3
25876,1,1,0,6,5000,0.2667433417922242,0.26677993190495136,0.2667433417922242,0.005404729703447451,112.28,27.4
25877,0,10,1,90,300,0.192118343520856,0.18049121604875934,0.192118343520856,-0.026118822505290403,0.0,30.3
25878,0,6,1,50,15000,0.2233193057376166,0.22234176325645724,0.2233193057376166,-0.001640673353741361,8.59,29.7
25879,1,4,0,180,300,0.453582191165296,0.3957421139091025,0.453582191165296,0.1487434821129954,92.63,31.6
25880,1,1,0,120,50,0.24395304919980093,0.2656201806700677,0.24395304919980093,0.10809459406894903,182.28,27.4
25881,0,11,1,420,15000,0.19948693253442926,0.2537973534079632,0.19948693253442926,0.051284680032071955,15.87,16.3
25883,0,11,1,600,1500,0.1944058910625632,0.30175395169826835,0.1944058910625632,0.07326382861724565,14.95,16.3
25884,0,19,3,1,25000,0.13334838416144412,0.13334838416144412,0.13334838416144412,0.00021754391208827646,18.57,17.6
25885,1,19,3,420,1000,0.13532837334822134,0.13189890921745648,0.13532837334822134,0.09136844307707612,15.65,17.6
25886,0,0,0,80,1500,0.2740136140762783,0.28214685968600367,0.2740136140762783,0.053865671686236655,11.29,16.5
25887,0,6,1,50,400,0.19851668768641664,0.2026399259441285,0.19851668768641664,-0.001640673353741361,7.71,29.7
25888,1,2,0,600,300,0.22338140557865072,0.368511829926601,0.22338140557865072,0.35874644305336856,45.35,14.7
25889,1,18,3,300,50000,0.14372803968531905,0.1502754273987232,0.14372803968531905,0.052943955453432,21.83,25.1
25890,1,20,3,80,500,0.13358454955988638,0.12756345819208206,0.13358454955988638,0.0169319488629933,14.74,25.1
25891,0,9,1,240,4000,0.4186171301954501,0.5957526468824521,0.4186171301954501,0.33911469266760763,0.0,31.1
25892,1,11,1,5,50000,0.38386507322694735,0.3626191284471152,0.38386507322694735,0.0006105319051437138,12.3,16.3
25893,0,13,2,20,3000,0.4404726227643488,0.42291768258183,0.4404726227643488,0.0004756788598673097,6.84,14.5
25894,1,12,2,300,1000,0.21597348012335335,0.17872009732475408,0.21597348012335335,0.07975333445170335,13.29,27.3
25895,1,16,2,600,2000,0.18260948765840643,0.280775372843976,0.18260948765840643,0.27521216731491355,31.36,22.3
25896,0,16,2,50,25000,0.15497083965803837,0.1697579375809448,0.15497083965803837,0.022934347276242793,29.45,22.3
25897,0,23,4,100,200,0.47918937668412254,0.3921685121244301,0.47918937668412254,0.0031478494217226606,5.8,26.9
25898,1,18,3,180,50000,0.14547088062500146,0.12435358319049858,0.14547088062500146,0.0317663732720592,22.29,25.1
25899,0,11,1,300,15000,0.25711106305065246,0.3304071676333211,0.25711106305065246,0.03663191430862282,12.78,16.3
25900,1,7,1,10,15000,0.22825466009910178,0.2584743189208221,0.22825466009910178,0.001120066287438368,0.0,30.6
25901,1,7,1,5,500,0.24164157512719892,0.24192161878122873,0.24164157512719892,0.000560033143719184,14.67,30.6
25902,0,25,4,600,200,0.0,0.34911558113921526,0.0,-0.06492612335263084,0.0,24.8
25903,1,3,0,50,200,0.15851155931434888,0.16158554658120983,0.15851155931434888,0.026216223552497395,32.11,22.8
25904,1,0,0,15,3000,0.2586291689756626,0.2630622624116782,0.2586291689756626,0.010099813441169373,11.02,16.5
25906,1,20,3,10,300,0.12733796660099833,0.12488544277982344,0.12733796660099833,0.0021164936078741626,16.07,25.1
25908,0,5,0,480,20000,0.4810580208550309,0.4885185040608767,0.4810580208550309,0.6484828355305444,45.63,12.9
25909,0,6,1,3,5000,0.26800921920322285,0.26949874306843224,0.26800921920322285,-9.844040122448164e-05,4.88,29.7
25910,1,0,0,270,10000,0.1802211088410347,0.23387388461832406,0.1802211088410347,0.1817966419410487,16.74,16.5
25911,0,24,4,660,50,0.26258854449354857,0.48823936945503754,0.26258854449354857,-0.2548348418505804,34.49,30.0
25912,0,12,2,1,10000,0.1642782877294732,0.1676125568942224,0.1642782877294732,0.00026584444817234456,13.21,27.3
25913,1,7,1,15,50,0.254428174009968,0.2518582785164198,0.254428174009968,0.0016800994311575524,11.99,30.6
25914,0,11,1,1,10000,0.19858801973760132,0.19858815766865215,0.19858801973760132,0.00012210638102874276,14.95,16.3
25915,1,16,2,10,20000,0.14149478908359162,0.14179042049597324,0.14149478908359162,0.004586869455248559,21.94,22.3
25916,0,3,0,270,2000,0.2391999509077289,0.19266394289200692,0.2391999509077289,0.14156760718348593,0.0,22.8
25917,1,12,2,80,2000,0.13976657041429477,0.12312989215226676,0.13976657041429477,0.021267555853787562,12.45,27.3
25918,1,2,0,480,15000,0.23747483095520697,0.24759747639928806,0.23747483095520697,0.28699715444269486,27.33,14.7
25919,1,27,4,480,400,0.19510988644286642,0.19599606020863966,0.19510988644286642,0.19997157443097516,12.09,27.9
25920,1,2,0,15,50000,0.25876951217724026,0.2580869547115216,0.25876951217724026,0.008968661076334214,11.98,14.7
25921,0,23,4,10,300,0.29619786019995675,0.2960994309695074,0.29619786019995675,0.00031478494217226607,4.65,26.9
25923,1,18,3,540,400,0.13472891475311052,0.14643046195782633,0.13472891475311052,0.09529911981617761,18.45,25.1
25924,1,27,4,660,50,0.170474505852602,0.20382699005724567,0.170474505852602,0.27496091484259083,12.14,27.9
25925,1,4,0,30,2000,0.19345825973141562,0.17223147326191568,0.19345825973141562,0.024790580352165897,37.58,31.6
25926,1,25,4,270,2000,0.0,0.0,0.0,-0.02921675550868388,0.0,24.8
25927,1,5,0,5,15000,0.43870581535824393,0.4381296309676212,0.43870581535824393,0.006755029536776504,42.34,12.9
25928,1,3,0,270,4000,0.22298913826863134,0.1529837460269567,0.22298913826863134,0.14156760718348593,28.44,22.8
25929,1,14,2,360,500,0.22753957441873393,0.30703509094137416,0.22753957441873393,0.11255817450315657,12.04,14.8
25930,0,25,4,720,5000,0.35982409876582877,0.20586250100526826,0.35982409876582877,-0.07791134802315702,13.36,24.8
25931,1,14,2,100,400,0.23682802654122867,0.22932582946009752,0.23682802654122867,0.03126615958421016,12.1,14.8
25932,0,13,2,100,300,0.2254551005949711,0.24396590248618732,0.2254551005949711,0.0023783942993365484,11.36,14.5
25933,1,4,0,540,20000,0.23921649718087884,0.2184549526575979,0.23921649718087884,0.4462304463389862,87.52,31.6
25934,0,26,4,210,400,0.2226158727522297,0.25212646564658386,0.2226158727522297,0.10879851122909881,13.76,26.3
25935,1,10,1,480,50,0.17832911207947158,0.12759597922649454,0.17832911207947158,-0.13930038669488215,0.0,30.3
25936,0,14,2,100,50,0.22612037965287676,0.25828277528847005,0.22612037965287676,0.03126615958421016,12.04,14.8
25938,1,1,0,100,5000,0.21498914429630334,0.18441960120384743,0.21498914429630334,0.09007882839079086,166.64,27.4
25939,1,0,0,70,1500,0.17094271930521474,0.1736624351948992,0.17094271930521474,0.04713246272545707,16.06,16.5
25941,0,24,4,15,25000,0.29503429384060176,0.30179681593916596,0.29503429384060176,-0.005791700951149555,26.28,30.0
25942,0,23,4,270,50000,0.0,0.2840478626289295,0.0,0.008499193438651183,0.0,26.9
25943,0,11,1,40,3000,0.23080115962490202,0.2122763683558051,0.23080115962490202,0.00488425524114971,13.65,16.3
